"gene_id" "target_id" "pval" "qval" "b" "description"
"28" "408853" "XM_392383.7" 3.27361783645629e-06 0.000408744627063768 -0.869391017057915 "X-box-binding protein 1"
"29" "550827" "XM_623217.6" 5.33274017829364e-06 0.000601201737381998 -1.18502477841116 "tubulin alpha-1 chain"
"30" "724274" "XM_001119884.5" 5.72189050802195e-06 0.000632786595991914 -1.13411343381143 NA
"31" "409945" "XM_393437.7" 6.05125082766414e-06 0.000662897401989018 -1.21460605519679 "aspartate--tRNA ligase%2C cytoplasmic"
"32" "413000" "XM_396451.7" 1.75543879374722e-05 0.00165724839617827 -1.11316506517975 "proton-coupled amino acid transporter-like protein pathetic"
"33" "100578709" "XM_006570322.3" 1.93620464576133e-05 0.00179268957102196 -5.00249656448549 "uncharacterized protein LOC100578709"
"34" "408814" "XM_006560591.3" 2.50200154443725e-05 0.00228765684519727 -1.28166677477357 "gamma-secretase subunit Aph-1"
"35" "552843" "XM_625219.6" 3.04780333878258e-05 0.00272239172076487 -0.778859540382875 "uncharacterized protein LOC552843"
"36" "408573" "XM_392115.7" 4.72680954667348e-05 0.00394875629179658 -0.964649533079858 "eukaryotic translation initiation factor 6"
"37" "724192" "XM_001119962.5" 5.14144756539064e-05 0.00417499923981232 -0.754383248641834 "titin"
"38" "551255" "XM_623646.6" 5.50292184095026e-05 0.00438201108379905 -1.41231980041693 "mitochondrial fission 1 protein"
"39" "100578939" "XM_003251514.4" 5.62587938071596e-05 0.00444406199788257 -1.17013991639155 "single Ig IL-1-related receptor"
"40" "406099" "XM_006564315.3" 6.4694133920882e-05 0.00496885290837427 -1.46500987096732 NA
"41" "410626" "XM_016916549.2" 6.50418224313545e-05 0.00496885290837427 -1.30062190411465 "sodium-coupled monocarboxylate transporter 1"
"42" "552285" "XM_026441280.1" 8.02003056806712e-05 0.00567857286319485 -1.13754537795233 "innexin inx7"
"43" "409726" "XM_393224.7" 8.10702607630291e-05 0.00570538101806238 -1.76913404520048 "adenosine monophosphate-protein transferase Fic"
"44" "408412" "XM_006559327.3" 8.16490412875982e-05 0.00571149799657584 -1.45686842948681 "protein l(2)37Cc"
"45" "724874" "XM_003249306.4" 9.19476336630308e-05 0.00624383580172581 -1.44140634868167 "facilitated trehalose transporter Tret1"
"46" "409890" "XM_393381.7" 0.000106071965044236 0.00695880032821281 -0.737951693955018 "peptidyl-prolyl cis-trans isomerase"
"47" "726692" "XM_006563071.3" 0.000126423532327799 0.00806609921643079 -0.759529266219449 "histone H3.3"
"48" "724565" "XM_016912939.2" 0.000156214770695667 0.00941803744893822 -1.27984154168295 "trypsin-7"
"49" "102655202" "XM_006571726.3" 0.00017706800337894 0.0100789885060601 -4.17293063391962 NA
"50" "544670" "XM_006569890.3" 0.000223614386141758 0.0121906584595215 -0.928628092307372 NA
"51" "409587" "NM_001160052.1" 0.000232438056230123 0.0125538172509032 -1.24650609912259 NA
"52" NA "XR_003305359.1" 0.000248540303511737 0.0131783105222753 -1.40818423258368 NA
"53" "107963975" "XM_006570574.3" 0.000296669105359752 0.0152430161568028 -2.96426351963135 NA
"54" "725453" "XM_003249337.4" 0.000396304083886758 0.0194995043309027 -1.08209547751671 "guanine nucleotide-binding protein subunit gamma-e"
"55" "410062" "XM_393549.7" 0.000399774489438315 0.0195872631702857 -1.01885164903648 "mitochondrial folate transporter/carrier"
"56" "413441" "XM_006569181.3" 0.0004304206210865 0.0207514235256101 -1.06921242631519 "dnaJ homolog subfamily C member 3"
"57" "552033" "NM_001242544.1" 0.00043484015777553 0.020865140132601 -1.16297827559304 NA
"58" "551844" "XM_624229.6" 0.000439851432772739 0.0210187441866545 -0.819373120433378 "stromal cell-derived factor 2-like protein 1"
"59" "408852" "XM_026440936.1" 0.000445796893449747 0.0211885514423185 -0.942936873882057 "protein similar"
"60" "413141" "XM_006567171.3" 0.000479996947478579 0.0221179545798463 -0.983552915149675 "oxidative stress-induced growth inhibitor 1"
"61" "412526" "XM_395981.7" 0.000479223905948762 0.0221179545798463 -1.38710822671908 "protein disulfide-isomerase A6 homolog"
"62" "551558" "XM_006571024.3" 0.000622865531500796 0.0270395357404426 -4.89755291961426 "FK506-binding protein 5"
"63" "409291" "XM_392810.6" 0.000625608902024715 0.0270395357404426 -1.27324914031448 "protein fem-1 homolog CG6966"
"64" "408878" "XM_392408.6" 0.000650212581224332 0.0276482553509677 -4.6988038646268 "protein mesh"
"65" "410829" "XM_026446475.1" 0.000667380912665426 0.0280783592676483 -1.13078211898074 "uncharacterized protein LOC410829"
"66" "544670" "XM_006569891.2" 0.000737702563605019 0.0303766034346861 -0.791521923201429 NA
"67" "107963970" "XM_001121053.5" 0.000781260103573956 0.0318315520094764 -1.37801965075712 NA
"68" "408844" "XM_016912122.2" 0.000857557383719958 0.0336930318511881 -5.59573033898883 "dual specificity protein phosphatase 10"
"69" "409314" "NM_001167836.1" 0.000865004249312188 0.0338196274175526 -3.67244235476969 "prohormone-2 precursor"
"70" "725718" "XM_006568998.2" 0.000870647835959403 0.0339260492320825 -0.682583753790616 NA
"71" "411387" "XM_016912909.2" 0.000909789568915314 0.0350979284858625 -4.36831942898343 "O-acyltransferase like protein"
"72" "409589" "XM_006571895.3" 0.000969051618073285 0.0365345045099578 -0.974486856288834 "60S ribosomal protein L10"
"73" "412511" "XM_006561950.3" 0.000979746590249796 0.0368181793073807 -0.852950775386418 "importin subunit alpha-3"
"74" "408878" "XM_006568237.3" 0.00101930797025795 0.0380585342464157 -1.01046057869505 "protein mesh"
"75" "724587" "XM_001120484.5" 0.00115960586506858 0.0408347521686739 -0.784569921278115 "nucleotide exchange factor SIL1"
"76" "409465" "XM_026442948.1" 0.00114814822160691 0.0408347521686739 -1.14508433702387 "uncharacterized protein LOC409465"
"77" "550875" "XM_623266.5" 0.0012320436131714 0.0429090258062614 -0.723181148713838 "endothelial differentiation-related factor 1 homolog"
"78" "552234" "XM_624610.6" 0.00124359086816179 0.0429779082175439 -0.915323907280024 "surfeit locus protein 4 homolog"
"79" "726696" "XM_001122418.5" 0.00135691889756963 0.045630719906846 -1.47888685908263 "uncharacterized protein LOC726696"
"80" "552293" "XM_026440275.1" 0.00137671057537305 0.045630719906846 -1.14665672546617 "sialin"
"81" "412487" "XM_026440763.1" 0.00148236571997604 0.0478145298343384 -0.750690843989347 "annexin B9"
"82" "411813" "XM_395280.7" 0.00152077520694343 0.0484291754542579 -0.685186379199229 "NADP-dependent malic enzyme"
