"gene_id" "target_id" "pval" "qval" "b" "description"
"53" "724946" "NM_001365139.1" 7.9798045024296e-07 0.000120339597249627 4.40894302135063 "cytochrome P450 6a14-like"
"54" "413478" "XM_396922.7" 9.50369871789719e-07 0.000141483268605413 1.09904843870713 "spermine oxidase"
"55" "411257" "NM_001040259.1" 1.08766689492687e-06 0.000159873265618871 1.93226396858377 NA
"56" "100578716" "XM_006566416.3" 1.54275414327457e-06 0.00022116618656425 3.7123247200466 NA
"57" "726269" "XM_026440620.1" 1.69159424833471e-06 0.000239546248922715 1.22284553522344 "probable phospholipid hydroperoxide glutathione peroxidase"
"58" "677673" "NM_001040223.1" 1.74442202449777e-06 0.000244050946367086 5.03420710131088 NA
"59" "100577377" "XM_026438943.1" 1.83327285585305e-06 0.000250446640025478 3.42832852339733 NA
"60" "724540" "XM_026440538.1" 1.81278061856789e-06 0.000250446640025478 1.32236197210605 "probable galactose-1-phosphate uridylyltransferase"
"61" "552397" "XM_026444405.1" 1.88449674987264e-06 0.000254450886738618 1.29764463478454 "Krueppel-like factor 3"
"62" "408272" "XM_006569161.3" 2.48894294712558e-06 0.000324737140472161 4.18470350707031 "monocarboxylate transporter 7"
"63" "413047" "XM_006568066.3" 2.76921183263965e-06 0.00035728986445124 3.69520998240581 "venom carboxylesterase-6-like"
"64" "677664" "NM_001040208.1" 3.0035323345075e-06 0.000379098015959795 3.60476660013242 NA
"65" "409950" "XM_006558101.3" 2.98505608924062e-06 0.000379098015959795 4.16983613276218 "fibrillin-1"
"66" "408383" "NM_001205062.1" 3.72246055257694e-06 0.000459842680175781 1.04195626430107 NA
"67" "724899" "XM_026444741.1" 4.19695656446024e-06 0.000513000627647498 1.26163957393491 "lysozyme"
"68" "726934" "XM_001122651.5" 4.48282940094569e-06 0.000542235572956055 1.0264536833142 "PI-PLC X domain-containing protein 1"
"69" NA "XR_001703925.2" 4.60596231982733e-06 0.000551385922245721 1.46534092963761 NA
"70" "409236" "XM_392760.7" 4.69620485954245e-06 0.00055645235539803 0.917153612221496 "ATP synthase subunit O%2C mitochondrial"
"71" "726321" "XM_006566196.3" 5.27636966061533e-06 0.000601006417714258 1.21890134583255 "uncharacterized protein LOC726321"
"72" "725148" "XM_006567610.3" 5.24732541903257e-06 0.000601006417714258 1.62677400039314 NA
"73" "726681" "XM_026440326.1" 5.27925031061439e-06 0.000601006417714258 1.44637094505848 "LOW QUALITY PROTEIN: formin-2"
"74" "412569" "XM_396024.7" 5.20570906587619e-06 0.000601006417714258 4.5147710961556 "probable 2-oxoglutarate dehydrogenase E1 component DHKTD1 homolog%2C mitochondrial"
"75" "100576414" "NM_001327947.1" 5.61596201988042e-06 0.000627043759373572 1.15774061701433 "putative fatty acyl-CoA reductase CG5065"
"76" "551276" "XM_623670.5" 6.16105050372324e-06 0.000668617929432096 0.949053462506475 "isocitrate dehydrogenase [NADP] cytoplasmic"
"77" "411353" "XM_394827.6" 6.62679574498425e-06 0.000712503261025529 2.05412204588637 "lipase 3"
"78" "406155" "NM_001011627.1" 7.40991351719958e-06 0.000789393722584601 1.37158765239502 NA
"79" "725922" "XM_001121709.5" 7.76510833812853e-06 0.000812328270471608 3.38979705352045 "mitochondrial basic amino acids transporter"
"80" "725701" "XM_016911983.2" 7.72954217253403e-06 0.000812328270471608 4.6372098418078 "sialin-like"
"81" "100578547" "XM_026443934.1" 7.86064690474703e-06 0.000814980641588594 1.59448775327304 "uncharacterized protein LOC100578547"
"82" "725217" "XM_006565398.3" 8.0104783606418e-06 0.000823165263042235 6.45623451566383 "uncharacterized protein PFB0145c"
"83" "408818" "XM_016911661.2" 9.38943487324712e-06 0.0009564045416504 1.73041801879725 "hexokinase-1"
"84" "410167" "XM_393651.6" 1.04464020166768e-05 0.00105481408884914 2.17024146059282 "uncharacterized protein LOC410167"
"85" "727522" "XM_001123230.5" 1.11741873457558e-05 0.00111857468499066 4.08009521915028 "uncharacterized protein LOC727522"
"86" "409622" "XM_026443764.1" 1.13231690612149e-05 0.00112380033451989 1.06767581011791 "spermatogenesis-associated protein 20"
"87" "551922" "XM_624307.6" 1.2204237613475e-05 0.00120097972175993 3.89925794602268 "NPC intracellular cholesterol transporter 2 homolog a"
"88" "725829" "XM_026439830.1" 1.31093481448764e-05 0.00127920798872525 4.75042918906052 "uncharacterized protein LOC725829"
"89" "113218719" "XM_026440125.1" 1.34569464576273e-05 0.0013021838522164 3.77715056086393 NA
"90" "411184" "NM_001040258.1" 1.56487501206668e-05 0.00150176269753043 0.840613675728036 NA
"91" "552771" "XM_006562087.3" 1.62189242853029e-05 0.00154372253115523 5.68840073775944 "hydroxyacid oxidase 1"
"92" "409946" "XM_393438.6" 1.7924628545748e-05 0.0016785547312357 0.921408631113229 "V-type proton ATPase subunit d"
"93" "726352" "XM_016915694.2" 1.94521947940723e-05 0.00179268957102196 1.9613737184965 "transmembrane protease serine 11B-like protein"
"94" "100577913" "XM_026444143.1" 2.6670780406248e-05 0.00241953985997931 4.83853568670906 NA
"95" "408474" "XM_006564806.3" 2.84083805172049e-05 0.00255719468655646 1.40331139842702 "apyrase"
"96" "100577607" "XM_026443169.1" 3.19212647030958e-05 0.00282953989108663 1.1672712769373 "dehydrogenase/reductase SDR family member 4"
"97" "100576814" "XM_003250168.4" 3.28954611547958e-05 0.00289380374946582 4.61128217429262 NA
"98" "406099" "NM_001011587.1" 3.61012913336637e-05 0.00315194131553762 4.03348231200383 NA
"99" "678674" "NM_001040270.1" 3.76567789710251e-05 0.00326321281650406 1.59689352477812 "allergen Api m 6 precursor"
"100" "725165" "XM_001121043.5" 4.1956248132057e-05 0.0036088589134033 3.75811461381183 "aquaporin AQPAe.a"
"101" NA "XR_412201.3" 4.29167283971504e-05 0.0036643312510861 3.52313500245503 NA
"102" "107965147" "XM_016914717.2" 4.51705031747193e-05 0.00382861228368497 1.48725091186507 NA
"103" "408952" "XM_026441734.1" 4.56893496975556e-05 0.00384452701947837 4.57652773263303 "oxysterol-binding protein 1"
"104" NA "XR_001705642.2" 4.84015729737272e-05 0.00401456475264943 4.54596551818779 NA
"105" "727232" "XM_006565718.3" 5.00071084231206e-05 0.00408931368316392 5.20661934250262 "uncharacterized protein LOC727232"
"106" "408867" "XM_026441495.1" 4.99979467986836e-05 0.00408931368316392 3.93017856429987 "alpha%2Calpha-trehalose-phosphate synthase [UDP-forming]"
"107" "410149" "XM_393632.7" 5.29171229474112e-05 0.00426717799767596 1.0206164128361 "carboxypeptidase Q"
"108" "412843" "XM_396295.7" 5.50959023626129e-05 0.00438201108379905 3.43943104706035 "phosphoenolpyruvate carboxykinase [GTP]"
"109" "409709" "XM_393208.7" 5.67269112072864e-05 0.00445076279012844 0.936584154456398 "putative glucosylceramidase 4"
"110" "726934" "XM_006567383.3" 6.06611363973272e-05 0.00472749742178365 4.05407171061932 "PI-PLC X domain-containing protein 1"
"111" "413576" "XM_397017.6" 6.33224239870818e-05 0.00490199991558662 1.20517907216378 "facilitated trehalose transporter Tret1-2 homolog"
"112" "724560" "XM_001120449.5" 6.61496012800683e-05 0.00497736666010643 4.39172145420475 "fatty acyl-CoA reductase 1"
"113" "551093" "XM_623492.6" 6.67166437201647e-05 0.00497736666010643 0.749728868248176 "V-type proton ATPase catalytic subunit A"
"114" "552771" "XM_625146.6" 6.68678262983641e-05 0.00497736666010643 4.65885103913262 "hydroxyacid oxidase 1"
"115" NA "XR_408716.3" 6.65808377591519e-05 0.00497736666010643 4.47072805091393 NA
"116" "551806" "XM_006563770.3" 6.83062222663749e-05 0.00505205001883532 2.00640191518457 "aquaporin"
"117" "408603" "XM_392145.7" 7.11771805011389e-05 0.00523107227834953 3.10613192719982 "glucose dehydrogenase [FAD%2C quinone]"
"118" "100578995" "XM_016913279.2" 7.24240267034043e-05 0.00528923143446497 1.82319220498449 "vanin-like protein 1"
"119" "408532" "XM_392078.7" 7.45111854352033e-05 0.00534088818070112 0.785639070141567 "myophilin"
"120" "410997" "XM_394472.7" 7.36920061947472e-05 0.00534088818070112 3.48518043861157 "organic cation transporter 1"
"121" NA "XR_001705213.2" 7.4507922622745e-05 0.00534088818070112 3.5329863676814 NA
"122" "725404" "XM_026440745.1" 7.95834929185003e-05 0.00566946944643942 0.740021778158653 "actin%2C muscle"
"123" "724737" "XM_026439736.1" 8.31218214325511e-05 0.00574530113377848 4.77160158177003 "trichohyalin"
"124" "552211" "XM_624588.6" 8.27310460502923e-05 0.00574530113377848 0.972502581832762 NA
"125" "406088" "NM_001011578.1" 8.75604820597686e-05 0.00601628590342031 1.59612772204832 NA
"126" "100576458" "XM_006558330.3" 8.99773447017396e-05 0.00614598192162706 3.56772625944386 "urea transporter 2"
"127" "551524" "XM_623919.5" 9.3187035877577e-05 0.00629120849192107 1.28344587237504 "zinc carboxypeptidase"
"128" "725159" "XM_016915831.2" 9.53261754772476e-05 0.00639842514243815 2.5555107402189 "probable cytochrome P450 6a14"
"129" "551578" "XM_006564771.3" 9.65574223616245e-05 0.00644382062335163 4.51939173243217 "protein O-mannosyl-transferase 2"
"130" "100578774" "XM_003249899.4" 0.000100692177697213 0.00668135752811448 3.25735355023564 "LOW QUALITY PROTEIN: centrosomal protein of 164 kDa"
"131" "552592" "XM_624967.6" 0.000104589337680376 0.00690051925650301 0.984822038587353 "facilitated trehalose transporter Tret1"
"132" "410380" "XM_393860.7" 0.000115073073713068 0.00750690186492218 5.75049789258347 "neprilysin-2"
"133" "726393" "XM_026446381.1" 0.000115892428555137 0.00751811665018015 4.38352724029167 "capa receptor-like GPCR"
"134" "411285" "XM_394758.7" 0.00012128650198145 0.0078243270056033 0.835107628097943 "muscle LIM protein Mlp84B"
"135" "409798" "NM_001011636.1" 0.00012324333153879 0.00790663848523995 1.90172971257854 NA
"136" "726268" "XM_003250766.4" 0.000127890762522559 0.00810754424966144 0.748688435506892 "uncharacterized protein LOC726268"
"137" "410683" "XM_394160.6" 0.00012846952651892 0.00810754424966144 3.9924009108734 "sodium-coupled monocarboxylate transporter 2"
"138" "408272" "XM_006569160.3" 0.000130501329553365 0.00819125102039821 4.56481043463724 "monocarboxylate transporter 7"
"139" "100578893" "XM_026440746.1" 0.000131956948884335 0.00823808650776826 3.99381989081758 "uncharacterized protein LOC100578893"
"140" "408959" "XM_016913490.2" 0.000135377666236311 0.00840644631195744 4.39679553181768 "protein unc-13 homolog 4B"
"141" "409616" "XM_006559455.2" 0.00014182085241397 0.00875970073527136 2.1796438347392 "protein cordon-bleu"
"142" "724308" "XM_001120112.5" 0.000152800954496597 0.00938796128896553 1.36353642005264 "serine protease 53"
"143" "552756" "XM_006557739.3" 0.000156776368177105 0.00941803744893822 0.749279351239901 "cathepsin L1"
"144" "409589" "XM_006571897.3" 0.000155880026255641 0.00941803744893822 3.64033863395059 "60S ribosomal protein L10"
"145" "102655648" "XM_026443211.1" 0.000157345785833105 0.00941803744893822 3.33804643526431 NA
"146" "412007" "XM_395473.7" 0.000156098393098481 0.00941803744893822 4.28758185172632 "facilitated trehalose transporter Tret1"
"147" "102654955" "XM_006559136.3" 0.00016006828955119 0.0094350912602458 0.750152782097854 NA
"148" "551691" "XM_006560514.3" 0.000159872077947431 0.0094350912602458 5.4783545776485 NA
"149" "409473" "XM_392983.7" 0.000159659050659862 0.0094350912602458 0.804808051855936 "NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8"
"150" "413372" "XM_026439686.1" 0.000161368296474958 0.00946368009427883 5.055622063477 "putative glutamate synthase [NADPH]"
"151" "727648" "XM_001123355.5" 0.000165874022257722 0.00963064573228335 4.53178996347174 "acylamino-acid-releasing enzyme"
"152" "408383" "XM_016915338.2" 0.000165828994927539 0.00963064573228335 4.54732185547129 NA
"153" "409893" "XM_006563953.3" 0.000169762960963874 0.0098074005110075 4.99230422781478 "protein alan shepard"
"154" "551169" "XM_026439382.1" 0.000173647930998929 0.00993300381654955 0.951132075730618 "succinate dehydrogenase [ubiquinone] iron-sulfur subunit%2C mitochondrial"
"155" "408559" "XM_392104.6" 0.000172801000106227 0.00993300381654955 0.726111672503071 "retinal dehydrogenase 1"
"156" "413627" "XM_026442253.1" 0.000178013318129477 0.0100833690249731 1.19726611740875 "uncharacterized protein LOC413627"
"157" "552297" "XM_006557257.3" 0.000183565910240736 0.0102489151070644 3.28694002621719 "low density lipoprotein receptor adapter protein 1-B"
"158" "410566" "XM_006565603.3" 0.00018230607043485 0.0102489151070644 1.61446567141452 "putative inorganic phosphate cotransporter"
"159" "411099" "XM_006567821.3" 0.000183583735985997 0.0102489151070644 3.42024980373359 "protein yippee-like 1"
"160" "726571" "XM_001122299.4" 0.000190134728638013 0.0105638491337062 0.975385624145234 "venom acid phosphatase Acph-1"
"161" "412277" "XM_006566344.3" 0.000195574824770153 0.0108143565011001 5.05513860457877 "mRNA cap guanine-N7 methyltransferase"
"162" "726463" "XM_001122195.5" 0.000197219289091702 0.0108536037200609 4.09982500368006 "inositol monophosphatase 2"
"163" "412436" "XM_016916477.2" 0.000216924692809392 0.0118817430797295 4.93457535838806 "axonemal 84 kDa protein"
"164" "409843" "XM_006569800.3" 0.00022782689230187 0.0123622704364921 4.47733672238326 "myosin heavy chain%2C muscle"
"165" "410371" "XM_006565218.3" 0.000240146360986716 0.0127916492833841 3.84160553132793 "calcium-transporting ATPase sarcoplasmic/endoplasmic reticulum type"
"166" "408592" "XM_006568625.3" 0.000238862127282059 0.0127916492833841 4.74768291837086 "uncharacterized protein LOC408592"
"167" "551373" "XM_026442766.1" 0.000239279707879113 0.0127916492833841 4.66197496859284 "ectonucleoside triphosphate diphosphohydrolase 5"
"168" "552603" "XM_624977.6" 0.000250547728562612 0.0132243646548593 4.52289188118136 "KDEL motif-containing protein 1"
"169" "411983" "XM_006572215.3" 0.000256214253040033 0.0134622620194609 5.38786219550939 "uncharacterized protein LOC411983"
"170" "724852" "XM_006568779.3" 0.000261829785701168 0.0136953489709998 3.80021625537204 "LHFPL tetraspan subfamily member 6 protein"
"171" "409187" "XM_392711.7" 0.000278423946950724 0.0144980218474969 1.22096693333178 "MD-2-related lipid-recognition protein"
"172" "410894" "XM_394370.5" 0.000281292837797754 0.01458201978798 2.51792128153326 "chymotrypsin-1"
"173" "409889" "NM_001040236.1" 0.000292622278863332 0.0151019106762712 1.28186121287117 NA
"174" "552086" "XM_016917034.2" 0.00030086108746771 0.0153903037342513 5.02410113147337 "aldose 1-epimerase"
"175" "677677" "NM_001040227.1" 0.000303183081731845 0.0154410611625885 1.48448480310327 NA
"176" "409626" "XM_393127.6" 0.000310572390004906 0.0157483257324758 1.65006707710617 "chymotrypsin-2"
"177" "408664" "XM_392202.7" 0.000353512695750415 0.017847780100234 4.82857336765454 "homeodomain-interacting protein kinase 2"
"178" "726362" "XM_001122105.5" 0.000355278139751287 0.0178592630250733 5.50706340275299 "4-coumarate--CoA ligase 1"
"179" "408434" "XM_006560307.2" 0.000369553314439557 0.0184967805485868 4.0009354756553 "EGF domain-specific O-linked N-acetylglucosamine transferase"
"180" "552254" "XM_006570370.3" 0.000378895429099758 0.0188658089735116 4.27589956208659 "uncharacterized protein F21D5.5"
"181" "725782" "XM_026443600.1" 0.00038017562003115 0.0188658089735116 5.14448508661826 "alpha-actinin%2C sarcomeric"
"182" "551870" "XM_006566975.1" 0.000381929986809748 0.0188722170503608 3.44365516533508 "60S ribosomal protein L36"
"183" "550745" "XM_026439706.1" 0.000413616325123234 0.0201803057450882 4.74590508443339 "NEDD8-activating enzyme E1 regulatory subunit"
"184" "726914" "XM_026441046.1" 0.000424261520311115 0.0206130743675844 0.954629333049029 "probable serine/threonine-protein kinase DDB_G0272282"
"185" "677671" "XM_006567333.3" 0.000430683178580092 0.0207514235256101 4.57766686794237 NA
"186" "409055" "XM_003251628.3" 0.000447054349239411 0.0211885514423185 3.90603172682915 "V-type proton ATPase subunit H"
"187" "725646" "XM_001120250.5" 0.00045325840371108 0.021395270666232 3.46908727720927 "N-acetylneuraminate lyase"
"188" "552505" "XM_006568297.3" 0.000467575245316722 0.0218930796315233 3.04122359230612 "monocarboxylate transporter 9"
"189" "725899" "XM_026440704.1" 0.000466837651519664 0.0218930796315233 4.5248217424761 "alpha-N-acetylgalactosaminidase"
"190" "406145" "NM_001011618.1" 0.000478852157968343 0.0221179545798463 3.58198540452175 NA
"191" "413310" "XM_026443950.1" 0.000474886614641986 0.0221179545798463 4.82041864958853 "F-actin-monooxygenase Mical"
"192" "102656224" "XM_016917991.2" 0.000482787978787942 0.0221586324493502 0.888896049676203 NA
"193" "102656311" "XM_016913979.2" 0.000490178161507806 0.0224092472890892 3.72871587741823 "uncharacterized protein LOC102656311"
"194" "408331" "XM_006570453.3" 0.000506614196645829 0.0230698198096132 4.78887865823875 "histone deacetylase 4"
"195" "725017" "XM_026441208.1" 0.000508709656490105 0.0230747520748559 3.10998327487212 "UDP-glucuronosyltransferase 2B15"
"196" NA "XR_001702705.2" 0.000518762254159353 0.0234391723552467 4.36301970442078 NA
"197" "408379" "NM_001318482.1" 0.000532795101720413 0.0239799097720056 0.791181954030977 NA
"198" "412020" "XM_395486.7" 0.000553756511221484 0.0248271065957679 4.27118714484929 "peroxisomal acyl-coenzyme A oxidase 3"
"199" "410855" "XM_394331.7" 0.000566296830297998 0.0252916876670014 4.53963326868976 "retinoblastoma-binding protein 5 homolog"
"200" "409843" "XM_006569805.3" 0.000577649522852266 0.0255900482880722 2.54033433484801 "myosin heavy chain%2C muscle"
"201" "726371" "XM_026444708.1" 0.00057868707798869 0.0255900482880722 3.36600536605365 "cysteine dioxygenase type 1"
"202" "409260" "XM_392781.7" 0.000579588589369876 0.0255900482880722 4.28740013918662 "epidermal retinol dehydrogenase 2"
"203" "411184" "XM_026441103.1" 0.000588169999563754 0.0258705683141451 5.24626019047893 NA
"204" "410237" "XM_026443424.1" 0.00059396781959407 0.0260269974382126 4.45873081963264 "uncharacterized protein LOC410237"
"205" "724286" "XM_006558950.3" 0.000624053980854997 0.0270395357404426 3.450912978408 "uncharacterized protein LOC724286"
"206" "724830" "XM_026440330.1" 0.000626389520683695 0.0270395357404426 4.01366601926812 NA
"207" "411262" "XM_016913540.2" 0.000632430674138233 0.0271757165792056 3.8344592576942 "leucine-zipper-like transcriptional regulator 1"
"208" "408964" "XM_026442330.1" 0.000635059187007972 0.0271757165792056 5.08026189573112 "ubiquitin carboxyl-terminal hydrolase 20"
"209" "102655631" "XM_026444448.1" 0.000636565183391657 0.0271757165792056 1.73157744328955 NA
"210" "410480" "XM_006560177.3" 0.000652395966772749 0.0276482553509677 4.00831777561302 "trichohyalin"
"211" "100578347" "XM_003251541.4" 0.000665891082934865 0.0280783592676483 3.52937278189696 "uncharacterized protein LOC100578347"
"212" "100576734" "XM_026444979.1" 0.000676720639549044 0.0283685200954639 3.76410067831932 "odorant receptor 13a"
"213" "412278" "XM_006572178.1" 0.000698154926349042 0.0291617805926801 4.13160565492836 "tuberin"
"214" "412632" "NM_001170972.1" 0.000736927319824759 0.0303766034346861 1.21063323398427 NA
"215" "409254" "XM_006562094.2" 0.000734556455751988 0.0303766034346861 1.02173375815003 "protein RTF2 homolog"
"216" "408963" "XM_016913538.2" 0.000736605295078713 0.0303766034346861 3.33224585082884 "pleckstrin homology domain-containing family G member 5"
"217" "410953" "XM_016911443.2" 0.000747551071676255 0.0306733676477197 3.38690618770726 "MLX-interacting protein"
"218" "724811" "XM_026439885.1" 0.000769675469173431 0.0314699702395841 4.05784349169692 "kynurenine--oxoglutarate transaminase 3-like"
"219" "408527" "XM_006563436.3" 0.000787379601440129 0.031968713048681 4.11718434595977 "pre-mRNA-splicing factor SPF27"
"220" "411570" "XM_006561027.3" 0.000794802197332981 0.0321576415171797 4.78067319554706 "TPPP family protein CG45057"
"221" "726302" "XM_026445313.1" 0.000799791172723713 0.0322471357557908 4.72853884289442 "alpha-protein kinase 1"
"222" "100576132" "XM_026445961.1" 0.00080646932564204 0.0324038816932712 4.6615292798075 "uncharacterized protein LOC100576132"
"223" "726941" "XM_003249891.4" 0.000812090496267056 0.0324584436385922 4.34758819001476 "ATP-binding cassette sub-family A member 2"
"224" "413829" "XM_016911384.2" 0.000813417766003302 0.0324584436385922 3.99804829027049 "diuretic hormone receptor"
"225" "409253" "XM_392776.6" 0.000825664119237721 0.0328342868239329 0.904277082439034 "glutamate dehydrogenase%2C mitochondrial"
"226" "408358" "XM_006566375.3" 0.000837997686384974 0.0332110209361854 3.55152249610886 "RB1-inducible coiled-coil protein 1"
"227" "408875" "XM_003251528.4" 0.000848467452421403 0.0335115784269297 0.632999134012253 "alpha-crystallin B chain"
"228" "100576885" "XM_026442834.1" 0.000858864745776065 0.0336930318511881 3.62800091530104 NA
"229" "552582" "XM_006568028.3" 0.00088308538185961 0.0342956102145612 3.63757508684558 "brahma-associated protein of 60 kDa"
"230" "726238" "XM_026446179.1" 0.000908992242393187 0.0350979284858625 2.91843062216263 "voltage-gated potassium channel subunit beta-2"
"231" "409876" "XM_393365.6" 0.000917101693159922 0.0352628637780564 0.62950835175926 "interferon regulatory factor 2-binding protein-like B"
"232" "552771" "XM_006562088.3" 0.000945430791059979 0.0362321529563976 3.49014370503248 "hydroxyacid oxidase 1"
"233" "410928" "NM_001126244.1" 0.000968897785061092 0.0365345045099578 1.98753173582057 NA
"234" "408322" "XM_006570418.3" 0.000965793816132609 0.0365345045099578 3.49129931870833 "uncharacterized protein LOC408322"
